type,code,content,hsn_code_4_digit,chapter_no,sch,gst_rate
hsn,5516.13.00,"Woven fabrics of yarns of different colors, artificial staple fibre 85%",5516,55,"yet to
be notifed",--
hsn,5516.14.00,"Printed fabrics, 85% or more by weight of artificial staple fibres",5516,55,"yet to
be notifed",--
hsn,5516.21.00,"Fabrics of artificial staple fibres, mixed man- made filaments",5516,55,"yet to
be notifed",--
hsn,5516.22.00,"Dyed fabrics of artificial staple fibres, mixed man-made filaments",5516,55,"yet to
be notifed",--
hsn,5516.23.00,"Fabrics of artificial staple fibres, mixed man- made filaments",5516,55,"yet to
be notifed",--
hsn,5516.24.00,"Printed fabrics of artificial staple fibres, mixed man-made filaments",5516,55,"yet to
be notifed",--
hsn,5516.31.00,"Fabrics of artificial staple fibres, mixed wool, unbleached or bleached",5516,55,"yet to
be notifed",--
hsn,5516.32.00,"Dyed fabrics of artificial staple fibres, mixed wool",5516,55,"yet to be
notifed",--
hsn,5516.33.00,"Fabrics of artificial staple fibers of yarns of different colors, mixed wool",5516,55,"yet to be
notifed",--
hsn,5516.34.00,"Printed fabrics of artificial staple fibres, mixed wool",5516,55,"yet to be
notifed",--
hsn,5516.41.00,"Fabrics of artificial staple fibres, mixed cotton, unbleached, bleached",5516,55,"yet to be
notifed",--
hsn,5516.42.00,"Dyed fabrics of artificial staple fibres, mixed cotton",5516,55,"yet to be
notifed",--
hsn,5516.43.00,"Fabrics of artificial staple fibres, mixed cotton, different colors yarn",5516,55,"yet to be
notifed",--
hsn,5516.44.00,"Printed fabrics of artificial staple fibres, mixed cotton",5516,55,"yet to
be notifed",--
hsn,5516.91.00,"Other woven fabrics of artificial staple fibres, unbleached or bleached",5516,55,"yet to
be notifed",--
hsn,5516.92.00,Other dyed fabrics of artificial staple fibres,5516,55,"yet to
be notifed",--
hsn,5516.93.00,"Other fabrics of artificial staple fibres, of yarns of different colors",5516,55,"yet to
be notifed",--
hsn,5516.94.00,Other printed fabrics of artificial staple fibres,5516,55,"yet to
be notifed",--
hsn,5601.00.00,"Text wadding & articles, text fibers n/ov 5 mm, etc",5601,56,"yet to
be notifed",--
hsn,5601.100.00,"Sanitary towels and tampons, napkins and napkin liners, of wadding",5601,56,"yet to
be notifed",--
hsn,5601.21.00,Wadding, other articles of wadding, of cotton,5601,56
hsn,5601.22.00,Wadding, other articles of wadding, of man- made fibres,5601,56
hsn,5601.29.00,Other wadding, other articles of wadding,5601,56,"yet to be
notifed"
hsn,5601.30.00,Textile flock and dust and mill neps,5601,56,"yet to be
notifed",--
hsn,5602.00.00,"Felt, impregnated, coated, etc. Or not",5602,56,"yet to be
notifed",--
hsn,5602.100.00,Needleloom felt and stitch-bonded fibre fabrics,5602,56,"yet to be
notifed",--
hsn,5602.21.00,"Felt, not impregnated, coated, covered; of wool or fine animal hail",5602,56,"yet to be
notifed",--
hsn,5602.29.00,"Felt of other textile materials; not impregnated, coated, covered",5602,56,"yet to be
notifed",--
hsn,5603.00.00,"Nonwovens, whether or not impregnated, coated etc",5603,56,"yet to
be notifed",--
hsn,5603.13.00,Non-Woven Fabrics,5603,56,"yet to
be notifed",--
hsn,5604.00.00,"Rub thread & cord, text cov, tex yarn etc cov rub etc",5604,56,"yet to
be notifed",--
hsn,5604.100.00,"Rubber thread and cord, textile covered",5604,56,"yet to
be notifed",--
hsn,5604.20.00,"High tenacity yarn of polyesters, polyamides, viscose rayon impregnated",5604,56,"yet to
be notifed",--
hsn,5604.90.00,"Textile yarn, strip and the like of artificial textile materials",5604,56,"yet to
be notifed",--
hsn,5605.00.00,Metal yarn whet o not gimp tex yarn o strip w/metal,5605,56,"yet to
be notifed",--
hsn,5605.00.00,"Metallized yarn, being textile yarn, covered with metal",5605,56,"yet to
be notifed",--
hsn,5606.00.00,"Gimp yarn & strip, 5404/5405 chen yarn loop wale-yarn",5606,56,"yet to
be notifed",--
hsn,5606.00.00,"Gimped yarn, chenille yarn, loop wale-yarn",5606,56,"yet to be
notifed",--
hsn,5607.00.00,"Twine, cordage, rope & cables, coated etc or not",5607,56,"yet to be
notifed",--
hsn,5607.100.00,"Twine, cordage, rope and cables of jute or other textile bast fibres",5607,56,"yet to be
notifed",--
hsn,5607.21.00,Binder or bale twine of sisal,5607,56,"yet to be
notifed",--
hsn,5607.29.00,"Cordage, rope and cables of sisal",5607,56,"yet to be
notifed",--
hsn,5607.30.00,"Twine, cordage, rope and cables of abaca or other hard fibres",5607,56,"yet to be
notifed",--
hsn,5607.41.00,Binder or bale twine of polyethylene or polypropylene,5607,56,"yet to
be notifed",--
hsn,5607.49.00,"Twine, cordage, rope and cables of
polyethylene or polypropylene (Other fishing twines and ropes)",5607,56,"yet to
be notifed",--
hsn,5607.50.00,"Twine, cordage, rope and cables of other synthetic fibres",5607,56,"yet to
be notifed",--
hsn,5607.50.100,Nylon fish net twine,5607,56,"yet to
be notifed",--
hsn,5607.50.40,Nylon Rope,5607,56,"yet to
be notifed",--
hsn,5607.50.90,"Polyester Rope, Polyester twine",5607,56,"yet to
be notifed",--
hsn,5607.90.00,"Other twine, cordage, rope and cables",5607,56,"yet to
be notifed",--
hsn,5608.00.00,"Knotted net of twine etc, fish net etc of textiles",5608,56,"yet to
be notifed",--
hsn,5608.11.00,Made up fishing nets of man-made textile materials,5608,56,"yet to
be notifed",--
hsn,5608.11.100,Made up fishing nets of nylon,1354,56,"yet to be
notifed",--
hsn,5608.11.90,Fish nets of other material,5608,56,"yet to be
notifed",--
hsn,5608.19.00,Other made up nets of man-made textile materials,5608,56,"yet to be
notifed",--
hsn,5608.90.00,"Knotted netting of twine, cordage or rope",5608,56,"yet to be
notifed",--
hsn,5609.00.00,Art of yarn like of head 5404/5405 twine or cable nesoi,5609,56,"yet to be
notifed",--
hsn,5609.00.00,"Article of yarn, strip or the like of artificial textile materials, rope",5609,56,"yet to be
notifed",--
hsn,570.500.00,Other carpets and other textile floor coverings,570,57,"yet to
be notifed",--
hsn,5701.00.00,"Carpets & other textile floor coverings, knotted",5701,57,"yet to
be notifed",--
hsn,5701.100.00,"Carpets and floor coverings, knotted, of wool or fine animal hair",5701,57,"yet to
be notifed",--
hsn,5701.90.00,"Carpets and floor coverings, knotted, of other textile materials",5701,57,"yet to
be notifed",--
hsn,5701.90.100,"Carpets and floor coverings, knotted, of cotton",5701,57,"yet to
be notifed",--
hsn,5701.90.90,"Carpets and floor coverings, knotted, of other textile materials",5701,57,"yet to
be notifed",--
hsn,5702.00.00,"Carpets & other text floor cover, woven, no tuft etc",5702,57,"yet to
be notifed",--
hsn,5702.100.00,"Kelem, schumacks, karamanie and similar hand-woven rugs",5702,57,"yet to
be notifed",--
hsn,5702.20.00,"Floor coverings of coconut fibres (coir), woven",5702,57,"yet to
be notifed",--
hsn,5702.31.00,"Carpets and floor coverings of wool, of pile construction, not made up",5702,57,"yet to be
notifed",--
hsn,5702.32.00,"Carpets and floor coverings of man-made textile materials, not made up",5702,57,"yet to be
notifed",--
hsn,5702.39.00,"Carpets and floor coverings of other textile materials, not made up",5702,57,"yet to be
notifed",--
hsn,5702.41.00,"Carpets and floor coverings of wool, of pile construction, made up",5702,57,"yet to be
notifed",--
hsn,5702.42.00,"Carpets and floor coverings of man-made textile materials, made up",5702,57,"yet to be
notifed",--
hsn,5702.49.00,"Carpets and floor coverings of other textile materials, made up",5702,57,"yet to be
notifed",--
hsn,5702.51.00,"Carpets and floor coverings of wool, not of pile construction, not made up",5702,57,"yet to
be notifed",--
hsn,5702.52.00,"Carpets and floor coverings of man-made textile materials, not made up",5702,57,"yet to
be notifed",--
hsn,5702.59.00,"Carpets and floor coverings of other textile materials, not made up",5702,57,"yet to
be notifed",--
hsn,5702.91.00,"Carpets and floor coverings of wool, not of pile construction, made up",5702,57,"yet to
be notifed",--
hsn,5702.92.00,"Carpets and floor coverings of man-made textile materials, made up",5702,57,"yet to
be notifed",--
hsn,5702.99.00,"Carpets and floor coverings of other textile materials, made up",5702,57,"yet to
be notifed",--
hsn,5703.00.00,"Carpets & other textile floor coverings, tufted",5703,57,"yet to
be notifed",--
hsn,5703.100.00,"Carpets and floor coverings of wool or fine animal hair, tufted",5703,57,"yet to
be notifed",--
hsn,5703.20.00,"Carpets and floor coverings of polyamides, tufted",5703,57,"yet to
be notifed",--
hsn,5703.30.00,"Carpets and floor coverings of other man- made textile materials, tufted",5703,57,"yet to be
notifed",--
hsn,5703.90.00,"Carpets and floor coverings of other textile materials, tufted",5703,57,"yet to be
notifed",--
hsn,5704.00.00,"Carpets & other text floor cover, felt, no tuft etc",5704,57,"yet to be
notifed",--
hsn,5704.100.00,"Tiles, having a maximum surface area of 0.3m2, of felt",5704,57,"yet to be
notifed",--
hsn,5704.90.00,"Other carpets and other textile floor coverings, of felt",5704,57,"yet to be
notifed",--
hsn,5705.00.00,"Other carpets & other tex floor cov, whethr/not made-up",5705,57,"yet to be
notifed",--
hsn,5801.00.00,Woven pile & chenille fabrics nesoi (no terry etc),5801,58,"yet to
be notifed",--
hsn,5801.100.00,Woven pile fabrics and chenille fabrics of wool or fine animal hair,5801,58,"yet to
be notifed",--
hsn,5801.21.00,Uncut weft pile fabrics of cotton,5801,58,"yet to
be notifed",--
hsn,5801.22.00,Cut corduroy of cotton,5801,58,"yet to
be notifed",--
hsn,5801.23.00,Other weft pile fabrics of cotton,5801,58,"yet to
be notifed",--
hsn,5801.24.00,"Warp pile fabrics, uncut, of cotton",5801,58,"yet to
be notifed",--
hsn,5801.25.00,"Warp pile fabrics, cut, of cotton",5801,58,"yet to
be notifed",--
hsn,5801.26.00,Chenille fabrics of cotton,5801,58,"yet to
be notifed",--
hsn,5801.31.00,Uncut weft pile fabrics of man-made fibres,5801,58,"yet to
be notifed",--
hsn,5801.32.00,Cut corduroy of man-made fibres,5801,58,"yet to be
notifed",--
hsn,5801.33.00,Other weft pile fabrics of man-made fibres,5801,58,"yet to be
notifed",--
hsn,5801.34.00,"Warp pile fabrics, uncut, of man-made fibres",5801,58,"yet to be
notifed",--
hsn,5801.35.00,"Warp pile fabrics, cut, of man-made fibres",5801,58,"yet to be
notifed",--
hsn,5801.36.00,Chenille fabrics of man-made fibres,5801,58,"yet to be
notifed",--
hsn,5801.90.00,Pile fabrics and chenille fabrics of other textile materials,5801,58,"yet to be
notifed",--
hsn,5802.00.00,"Woven terry fabrics nesoi, tufted tex fabric nesoi",5802,58,"yet to
be notifed",--
hsn,5802.11.00,"Unbleached terry towelling and similar woven terry fabrics, of cotton580219 other terry towelling and similar woven terry fabrics, of
cotton",5802,58,yet to be notifed,--
hsn,5802.20.00,Terry towelling of other textile materials,5802,58,"yet to be
notifed",--
hsn,5802.30.00,Tufted textile fabrics,5802,58,"yet to be
notifed",--
hsn,5803.00.00,Gauze (other than narrow fabrics not over 30 cm),5803,58,"yet to be
notifed",--
hsn,5803.100.00,Gauze of cotton,5803,58,"yet to be
notifed",--
hsn,5803.90.00,Gauze of other textile materials,5803,58,"yet to be
notifed",--
hsn,5804.00.00,"Tulles & other net fabrics, lace in pc, strip etc.",5804,58,"yet to be
notifed",--
hsn,5804.100.00,"Tulles and other net fabrics, not including woven, knitted or crocheted",5804,58,"yet to
be notifed",--
hsn,5804.21.00,Mechanically made lace of man-made fibres,5804,58,"yet to
be notifed",--
hsn,5804.29.00,Mechanically made lace of other textile materials,5804,58,"yet to
be notifed",--
hsn,5804.30.00,Hand-made lace,5804,58,"yet to be
notifed",--
hsn,5805.00.00,Hand-woven tapestries wall hang use only,5805,58,"yet to
be notifed",--
hsn,5805.00.00,"Hand-woven tapestries, needle-worked tapestries",5805,58,"yet to be
notifed",--
hsn,5806.00.00,Narrow woven fabrics except labels etc in pc etc,5806,58,"yet to
be notifed",--
hsn,5806.100.00,"Other narrow woven fabrics, 5% or more of elastomeric yarn",5806,58,"yet to
be notifed",--
hsn,5806.100.00,"Pile fabrics and chenille fabrics, of narrow woven fabrics",5806,58,"yet to
be notifed",--
hsn,5806.31.00,Other narrow woven fabrics of cotton,5806,58,"yet to
be notifed",--
hsn,5806.31.20,Nawars,5806,58,"yet to
be notifed",--
hsn,5806.32.00,Other narrow woven fabrics of man-made fibres,5806,58,"yet to
be notifed",--
hsn,5806.39.00,Other narrow woven fabrics of other textile materials,5806,58,"yet to
be notifed",--
hsn,5806.40.00,Fabrics consisting of warp assembled by means of an adhesive(bolducs),5806,58,"yet to
be notifed",--
hsn,5807.00.00,"Labels, badges etc of textiles, in the pc etc",5807,58,"yet to
be notifed",--
hsn,5807.100.00,"Woven labels, badges and similar articles, not embroidered",5807,58,"yet to
be notifed",--
hsn,5807.90.00,"Other labels, badges of textile materials, not embroidered",5807,58,"yet to be
notifed",--
hsn,5808.00.00,"Braids in pc, ornamental trim in piece etc, tassels etc",5808,58,"yet to be
notifed",--
hsn,5808.100.00,Braids in the piece,5808,58,"yet to be
notifed",--
hsn,5808.90.00,"Ornamental trimmings in the piece; tassels, pompons and similar articles",5808,58,"yet to be
notifed",--
hsn,5809.00.00,Woven fabrics of metal thread & metallized yarn nec,5809,58,"yet to be
notifed",--
hsn,5809.00.00,"Woven fabrics of metal thread, of metallized yarn",5809,58,"yet to be
notifed",--
hsn,58100.00.00,"Embroidery in the piece, in strips or in motifs",58100,58,"yet to
be notifed",--
hsn,58100.100.00,"Embroidery without visible ground, in the piece, in strips or in motifs",58100,58,"yet to
be notifed",--
hsn,58100.91.00,"Embroidery of cotton, in the piece, in the strips or in motifs",58100,58,"yet to
be notifed",--
hsn,58100.92.00,"Embroidery of man-made fibres, in the piece, in the strips or in motifs",58100,58,"yet to
be notifed",--
hsn,58100.92.100,"Embroidered badges, motifs and thelike",58100,58,"yet to
be notifed",--
hsn,58100.92.20,Other embroidered articles,58100,58,"yet to
be notifed",--
hsn,58100.99.00,"Embroidery of other textile materials, in the piece, in the strips",58100,58,"yet to
be notifed",--
hsn,5811.00.00,Quilt tex prod pc 1> layer w/pad stch not embr h 58100,5811,58,"yet to
be notifed",--
hsn,5811.00.00,"Quilted textile products in the piece, other than embroidery",5811,58,"yet to
be notifed",--
hsn,5901.00.00,"Textile book covered fabric, tracing cloth, paint canvas",5901,59,"yet to be
notifed",--
hsn,5901.100.00,Textile fabrics coated with gum or amylaceous substances,5901,59,"yet to be
notifed",--
hsn,5901.90.00,Tracing cloth, prepared painting canvas, buckram,5901,59
hsn,5902.00.00,"Tire cord fabric of high tenacity yarn, nylon etc",5902,59,"yet to be
notifed",--
hsn,5902.100.00,Tyre cord fabric of high tenacity yarn of polyamides,5902,59,"yet to be
notifed",--
hsn,5902.20.00,Tyre cord fabric of high tenacity yarn of polyesters,5902,59,"yet to be
notifed",--
hsn,5902.90.00,Tyre cord fabric of high tenacity yarn of viscose rayon,5902,59,"yet to
be notifed",--
hsn,5903.00.00,"Textile fabrics (not tire cord) coat etc, plastics",5903,59,"yet to
be notifed",--
hsn,5903.100.00,"Textile fabrics impregnated, coated, covered with polyvinly chloride",5903,59,"yet to
be notifed",--
hsn,5903.20.00,"Textile fabrics impregnated, coated, covered with polyurethane",5903,59,"yet to
be notifed",--
hsn,5903.90.00,"Textile fabrics impregnated, coated, covered with other plastics",5903,59,"yet to
be notifed",--
hsn,5904.00.00,"Linoleum, floor cover with coat etc on a text base",5904,59,"yet to
be notifed",--
hsn,5904.100.00,Linoleum,5904,59,"yet to
be notifed",--
hsn,5904.91.00,"Floor coverings, with a base consisting of needleloom felt or nonwovens",5904,59,"yet to
be notifed",--
hsn,5904.92.00,"Floor coverings, with other textile base",5904,59,"yet to
be notifed",--
hsn,5905.00.00,Textile wall coverings,5905,59,"yet to be
notifed",--
hsn,5905.00.00,Textile wall coverings,5905,59,"yet to be
notifed",--
hsn,5906.00.00,"Rubberized textile fabrics, other than tire cordc",5906,59,"yet to be
notifed",--
hsn,5906.100.00,Adhesive tape of a width not exceeding 20cm,5906,59,"yet to be
notifed",--
hsn,5906.91.00,"Rubberised textile fabrics, knitted or crocheted",5906,59,"yet to be
notifed",--
hsn,5906.99.00,Other rubberised textile fabrics,5906,59,"yet to be
notifed",--
hsn,5907.00.00,"Textile fabric, coated, etc, theatrical scenery, back-cloths",5907,59,"yet to
be notifed",--
hsn,5907.00.00,"Textile fabrics otherwise impregnated, coated or cove",5907,59,"yet to
be notifed",--
hsn,5908.00.00,Textile wicks for lamps etc and gas mantles et,5908,59,"yet to
be notifed",--
hsn,5908.00.00,Textile wicks, incandescent gas mantles,5908,59,"yet to
be notifed"
hsn,5909.00.00,Textile hosepiping and similar textile tubing,5909,59,"yet to
be notifed",--
hsn,5909.00.00,Textile hosepiping and similar textile tubing,5909,59,"yet to
be notifed",--
hsn,5909.00.30,Articles made of jute,5909,59,"yet to
be notifed",--
hsn,59100.00.00,"Transmission or conveyor belts or belting, of textile material",59100,59,"yet to
be notifed",--
hsn,59100.00.00,"Transmission/conveyor belts, tex matrl, whthr/not reinfrcd",59100,59,"yet to
be notifed",--
hsn,5911.00.00,Textile products etc. For specific tech uses nesoi,5911,59,"yet to be
notifed",--
hsn,5911.100.00,"Textile fabrics, for card clothing, for technical use",5911,59,"yet to be
notifed",--
hsn,5911.20.00,Bolting cloth,5911,59,"yet to be
notifed",--
hsn,5911.31.00,"Textile fabrics and felts, weighing less than 650g/m2",5911,59,"yet to be
notifed",--
hsn,5911.32.00,"Textile fabrics and felts, weighing 650g/m2 or more",5911,59,"yet to be
notifed",--
hsn,5911.40.00,Straining cloth of a kind used in oil presses and the like,5911,59,"yet to be
notifed",--
hsn,5911.90.00,"Other textile products and articles, for technical use",5911,59,"yet to
be notifed",--
hsn,6001.00.00,"File fabrics, knitted or crocheted",6001,60,"yet to
be notifed",--
hsn,6001.100.00,"Long pile fabrics, knitted or crocheted",6001,60,"yet to
be notifed",--
hsn,6001.21.00,"Looped pile fabrics of cotton, knitted or crocheted",6001,60,"yet to
be notifed",--
hsn,6001.22.00,"Looped pile fabrics of man-made fibres, knitted or crocheted",6001,60,"yet to
be notifed",--
hsn,6001.29.00,"Looped pile fabrics of other textile materials, knitted or crocheted",6001,60,"yet to
be notifed",--
hsn,6001.91.00,"Other pile fabrics of cotton, knitted or crocheted",6001,60,"yet to
be notifed",--
hsn,6001.92.00,"Other pile fabrics of man-made fibres, knitted or crocheted",6001,60,"yet to
be notifed",--
hsn,6001.99.00,"Other pile fabrics of other textile materials, knitted or crocheted",6001,60,"yet to
be notifed",--
hsn,6002.00.00,"Knitted or crocheted fabrics, nesoi",6002,60,"yet to be
notifed",--
hsn,6002.100.00,"Knitted or crocheted fabrics, of a width not exceeding 30cm",6002,60,"yet to be
notifed",--
hsn,6002.20.00,"Other knitted or crocheted fabrics, of a width not exceeding 30cm",6002,60,"yet to be
notifed",--
hsn,6002.30.00,"Knitted or crocheted fabrics, of a width exceeding 30cm",6002,60,"yet to be
notifed",--
hsn,6002.41.00,"Fabrics of warp knit, of wool or fine animal hair",6002,60,"yet to be
notifed",--
hsn,6002.42.00,"Fabrics of warp knit, of cotton",6002,60,"yet to be
notifed",--
hsn,6002.43.00,"Fabrics of warp knit, of man-made fibres",6002,60,"yet to
be notifed",--
hsn,6002.49.00,"Fabrics of warp knit, of other textile materials",6002,60,"yet to
be notifed",--
hsn,6002.91.00,Other knitted or crocheted fabrics of wool or fine animal hair,6002,60,"yet to
be notifed",--
hsn,6002.92.00,Other knitted or crocheted fabrics of cotton,6002,60,"yet to
be notifed",--
hsn,6002.93.00,Other knitted or crocheted fabrics of man- made fibres,6002,60,"yet to
be notifed",--
hsn,6002.99.00,Other knitted or crocheted fabrics,6002,60,"yet to
be notifed",--
hsn,6003.00.00,"Knitted of chrocheted fabrics of a width
notexceeding 30 cm, other than of HSN heading Nos. 6001 or 6002",6003,60,"yet to
be notifed",--
hsn,6004.00.00,"Knitted of chrocheted fabrics of a width exceeding 30 cm, containing by weight 5% or more of elasto meric yarn or rubber thread, other than those of HSN heading No. 6001",6004,60,yet to be notifed,--
hsn,6005.00.00,"Wrap knitt fabrics (including those made on gallon knitting machines), other than thoe of
HSN heading Nos. 6001 to 6004",6005,60,"yet to be
notifed",--
hsn,6006.00.00,Other knitted or chrocheted fabrics,6006,60,"yet to be
notifed",--
hsn,61001.00.00,Mass vestments,61001,61,"yet to
be notifed",--
hsn,61001.00.00,"Men's or boys' overcoats etc, knit or crochet",61001,61,"yet to
be notifed",--
hsn,61001.100.00,"Men's or boys' overcoats, car-coats, of wool, knitted or crocheted",61001,61,"yet to be
notifed",--
hsn,61001.20.00,"Men's boys' overcoats, car-coats, of cotton, knitted or crocheted",61001,61,"yet to
be notifed",--
hsn,61001.30.00,"Men's or boys' overcoats, of man-made fibres, knitted or crocheted",61001,61,"yet to
be notifed",--
hsn,61001.90.00,"Men's or boys' overcoats, of other textile materials, knitted or crocheted",61001,61,"yet to
be notifed",--
hsn,61002.00.00,"Women's or girls' overcoats etc, knit or crochet",61002,61,"yet to
be notifed",--
hsn,61002.100.00,"Women's or girls' overcoats, car-coats, of wool, knitted or crocheted6100220 women's or girls' overcoats, car-coats, of cotton, knitted or
crocheted",61002,61,yet to be notifed,--
hsn,61002.30.00,"Women's or girls' over coats, of man-made fibres, knitted or crocheted",61002,61,"yet to be
notifed",--
hsn,61002.90.00,"Women's overcoats of other textile materials, knitted or crocheted",61002,61,"yet to be
notifed",--
hsn,61003.00.00,"Men's or boys' suits, ensembles etc, knit or croch",61003,61,"yet to be
notifed",--
hsn,61003.11.00,"Men's or boys' suits of wool or fine animal hair, knitted or crocheted",61003,61,"yet to be
notifed",--
hsn,61003.12.00,"Men's or boys' suits of synthetic fibres, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61003.19.00,"Men's or boys' suits of other textile materials, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61003.21.00,"Men's boys' ensembles of wool, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61003.22.00,"Men's or boys' ensembles of cotton, knitted or crocheted",61003,61,"yet to be
notifed",--
hsn,61003.23.00,"Men's or boys' ensembles of cotton, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61003.29.00,"Men's or boys' ensembles of other textile materials, knitted or crocheted",61003,61,"yet to be
notifed",--
hsn,61003.31.00,"Men's or boys' jackets, blazers, of wool, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61003.32.00,"Men's or boys' jackets, blazers, of cotton, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61003.33.00,"Men's or boys' jackets, blazers, of synthetic fibres, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61003.39.00,"Men's or boys' jackets, blazers, of other textile materials",61003,61,"yet to
be notifed",--
hsn,61003.41.00,"Men's or boys' trousers, breeches, overalls, of wool, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61003.42.00,"Men's or boys' trousers, overalls, breeches, of cotton, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61003.43.00,"Men's or boys' trousers, overalls, breeches, of synthetic fibres",61003,61,"yet to
be notifed",--
hsn,61003.49.00,"Men's trousers, breeches, of other textile materials, knitted or crocheted",61003,61,"yet to
be notifed",--
hsn,61004.00.00,"Women's or girls' suits, ensemb etc, knit or croch",61004,61,"yet to
be notifed",--
hsn,61004.11.00,"Women's or girls' suits of wool or fine animal hair,knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.12.00,"Women's or girls' suits of cotton, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.13.00,"Women's or girls' suits of synthetic fibres, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.19.00,"Women's or girls' suits of other textile materials, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.21.00,"Women's or girls' ensembles of wool, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.22.00,"Women's or girls' ensembles of cotton, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.23.00,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted6100429 women's ensembles of other textile materials, knitted
or crocheted",61004,61,yet to be notifed,--
hsn,61004.31.00,"Women's or girls' jackets of wool, knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.32.00,"Women's or girls' jackets of cotton, knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.33.00,"Women's or girls' jackets of synthetic fibres, knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.39.00,"Women's jackets of other textile materials, knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.41.00,"Women's or girls' dresses of wool, knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.42.00,"Women's or girls' dresses of cotton, knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.43.00,"Women's or girls' dresses of synthetic fibres, knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.44.00,"Women's or girls' dresses of artificial fibres, knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.49.00,"Women's dresses of other textile materials, knitted or crocheted",61004,61,"yet to
be notifed",--
hsn,61004.51.00,"Women's or girls, skirts, divided skirts, or wool, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.52.00,"Women's or girls' skirts, divided skirts, of cotton, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.53.00,"Women's skirts, divided skirts, of synthetic fibres, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.59.00,"Women's or girls' skirts, divided skirts, of other textile materials",61004,61,"yet to be
notifed",--
hsn,61004.61.00,"Women's or girls' trousers, breeches, of wool, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.62.00,"Women's or girls' trousers, breeches, of cotton, knitted or crocheted",61004,61,"yet to be
notifed",--
hsn,61004.63.00,"Women's trousers, breeches, of synthetic fibres, knitted or crocheted6100469 women's or girls' trousers, breeches of other textile
materials",61004,61,yet to be notifed,--
hsn,61005.00.00,"Men's or boys' shirts, knitted or crocheted",61005,61,"yet to be
notifed",--
hsn,61005.100.00,"Men's or boys' shirts of cotton, knitted or crocheted",61005,61,"yet to be
notifed",--
hsn,61005.20.00,"Men's or boys' shirts of man-made fibres, knitted or crocheted",61005,61,"yet to be
notifed",--
hsn,61005.90.00,"Men's or boys' shirts of other textile materials, knitted or crocheted",61005,61,"yet to be
notifed",--
hsn,61006.00.00,"Women's or girls' blouses & shirts, knit or croch",61006,61,"yet to be
notifed",--
hsn,61006.100.00,"Women's or girls' blouses, shirts, of cotton, knitted or crocheted",61006,61,"yet to be
notifed",--
hsn,61006.20.00,"Women's blouses, shirts, of man-made fibres, knitted or crocheted",61006,61,"yet to be
notifed",--
hsn,61006.90.00,"Women's or girls, blouses, shirts, of other textile materials",61006,61,"yet to
be notifed",--
hsn,61007.00.00,"Men's or boys' underpants, pjs, etc, knit or croch",61007,61,"yet to
be notifed",--
hsn,61007.11.00,"Men's or boys' underpants, briefs, of cotton, knitted or crocheted",61007,61,"yet to
be notifed",--
hsn,61007.12.00,"Men's underpants, briefs, of man-made fibres, knitted or crocheted",61007,61,"yet to be
notifed",--
hsn,61007.19.00,"Men's underpants, briefs, of other textile materials, knitted or crocheted",61007,61,"yet to
be notifed",--
hsn,61007.21.00,"Men's or boys' nightshirts, pyjamas, of cotton, knitted or crocheted",61007,61,"yet to be
notifed",--
hsn,61007.22.00,"Men's nightshirts, pyjamas, of man-made fibres, knitted or crocheted",61007,61,"yet to
be notifed",--
hsn,61007.29.00,"Men's or boys' nightshirts, pyjamas, of other textile materials",61007,61,"yet to
be notifed",--
hsn,61007.91.00,"Men's or boys' bathrobes, dressing gowns, of cotton, knitted or crocheted",61007,61,"yet to
be notifed",--
hsn,61007.92.00,"Men's bathrobes, dressing gowns, of man- made fibres, knitted or crocheted",61007,61,"yet to
be notifed",--
hsn,61007.99.00,"Mens's or boys' bathrobes, dressing gowns, of other textile materials",61007,61,"yet to
be notifed",--
