type,code,content,hsn_code_4_digit,chapter_no,sch,gst_rate
hsn,1301.100.60,Gasket lac,1301,13,I,NIL
hsn,1301.100.70,Buttton lac,1301,13,I,NIL
hsn,1301.100.80,Garnet lac,1301,13,I,NIL
hsn,1301.20.00,Gum arabic,1301,13,II,5%
hsn,1301.90.00,"Other natural gum, resins, gum-resins, balsams",1301,13,II,5%
hsn,1301.90.11,Asian gum,1301,13,II,5%
hsn,1301.90.12,African gum,1301,13,II,5%
hsn,1301.90.13,Asafoetida including compounded asafoetida,1301,13,II,5%
hsn,1301.90.21,Resins: Copal,1301,13,II,5%
hsn,1301.90.22,Resins: Dammar batu,1301,13,II,5%
hsn,1301.90.29,Resins: Other,1301,13,II,5%
hsn,1301.90.31,Gum resins:Myrrh,1301,13,II,5%
hsn,1301.90.32,Gum resins: Oilbanum or frankincense,1301,13,II,5%
hsn,1301.90.33,Gum resins: Mastic gum,1301,13,II,5%
hsn,1301.90.34,Gum resins: Xanthium gum,1301,13,II,5%
hsn,1301.90.39,Gum resins: other,1301,13,II,5%
hsn,1301.90.41,Oleoresins: of seeds,1301,13,II,5%
hsn,1301.90.42,Oleoresins: of fruit,1301,13,II,5%
hsn,1301.90.43,Oleoresins: of leaves,1301,13,II,5%
hsn,1301.90.44,Oleoresins: of spices,1301,13,II,5%
hsn,1302.00.00,Guar meal or guar gum refined split,1302,13,II,5%
hsn,1302.00.00,"Vegetable saps and extracts; pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products; other than Guar meal or guar gum refined split",1302,13,IV,18%
hsn,1302.11.00,Vegetable saps and extract: Opium,1302,13,IV,18%
hsn,1302.12.00,Vegetable Saps and extracts of liquorice,1302,13,IV,18%
hsn,1302.13.00,Vegetable Saps and extracts of hops,1302,13,IV,18%
hsn,1302.14.00,Saps and extracts of pyrethrum or of the roots containing rotenone,1302,13,IV,18%
hsn,1302.19.00,"Vegetable saps and extracts (Ganja, Bhang): other",1302,13,IV,18%
hsn,1302.19.11,"Extracts, of belladonna",1302,13,IV,18%
hsn,1302.19.12,"Extracts, of cascara sagrada",1302,13,IV,18%
hsn,1302.19.13,"Extracts, of nuxvomica",1302,13,IV,18%
hsn,1302.19.14,"Extracts, of ginseng (including powder)",1302,13,IV,18%
hsn,1302.19.15,"Extracts, of agarose",1302,13,IV,18%
hsn,1302.19.16,"Extracts, of neem",1302,13,IV,18%
hsn,1302.19.17,"Extracts, of gymnema",1302,13,IV,18%
hsn,1302.19.18,"Extracts, of garcinia or gambodge",1302,13,IV,18%
hsn,1302.19.19,"Extracts, other",1302,13,IV,18%
hsn,1302.19.20,"Extracts, Cashew shell liquid (CNSL), crude",1302,13,IV,18%
hsn,1302.19.30,"Extracts, Purified and distilled CNSL (Cardanol)",1302,13,IV,18%
hsn,1302.20.00,"Pectic substances, pectinates and pectates",1302,13,IV,18%
hsn,1302.31.00,"Mucilages and thickeners, whether or not modifed, derived from vetable products: Agar-
agar",1302,13,IV,18%
hsn,1302.32.100,"Mucilages and thickeners whetehr or not modified, derived from locust bean, locust bean seeds or guar seeds: Guar meal",1302,13,II,5%
hsn,1302.32.20,"Mucilages and thickeners whetehr or not modified, derived from locust bean, locust bean seeds or guar seeds: Guargum refined
split",1302,13,II,5%
hsn,1302.32.30,"Mucilages and thickeners whetehr or not modified, derived from locust bean, locust bean seeds or guar seeds: Guargum treated
and pulverised",1302,13,II,5%
hsn,1302.32.40,"Mucilages and thickeners whetehr or not modified, derived from locust bean, locust bean seeds or guar seeds: Kappa carrageenan",1302,13,II,5%
hsn,1302.32.90,"Mucilages and thickeners whetehr or not
modified, derived from locust bean, locust bean seeds or guar seeds: other",1302,13,II,5%
hsn,1401.00.00,"Vegetable materials of kind used primarily for plaiting (for esample, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark).",1401,14,II,5%
hsn,1401.100.00,Bamboos,1401,14,II,5%
hsn,1401.20.00,Rattans,1401,14,II,5%
hsn,1401.90.00,"Other vegetable plaiting materials (reed, rushes, osier, raffia, straw etc)",1401,14,II,5%
hsn,1401.90.100,Canes,1401,14,II,5%
hsn,1401.90.90,Reed,1401,14,II,5%
hsn,1402.00.00,XXXX,1402,14,,NIL
hsn,1403.00.00,XXXX,1403,14,,NIL
hsn,1404.00.00,"Vegetable products not elsewhere specified or included such as cotton linters. Cotton linters, Soap nuts, Hard seeds, pips, hulls and nuts, of kind used primarily for carving, coconut shell, unworked, Rudraksha seeds; other than Betel Leaves and Indian Katha",1404,14,II,5%
hsn,1404.100.00,Raw vegetable materials of a kind used in dyeing or tanning,1404,14,II,5%
hsn,1404.20.00,Cotton linters,1404,14,II,5%
hsn,1404.90.00,Other vegetable products,1404,14,II,5%
hsn,1404.90.100,Beedi leaves,1404,14,II,5%
hsn,1404.90.30,"Hard seeds, pips, hulls and nuts, of a kind used primarily for carving",1404,14,II,5%
hsn,1404.90.40,Betel Leaves,1404,14,I,NIL
hsn,1404.90.50,Indian Katha,1404,14,IV,18%
hsn,1404.90.60,Coconut shell unworked,1404,14,II,5%
hsn,1404.90.70,Rudraksha seeds,1404,14,II,5%
hsn,1404.90.90,Leaf plates and leaf cups-pressed or stitched and loose and unstiched vistarakulu,1404,14,II,5%
hsn,1501.00.00,"Pig Fats (including lard) and poultry fat, other than that of heading 0209 or 1503",1501,15,III,12%
hsn,1502.00.00,"Fats of bovine animals, sheep or goats other than those of heading 1503",1502,15,III,12%
hsn,1502.00.100,"Mutton tallow: Fats of bovine animals, sheep or goats other than those of heading 1503",1502,15,III,12%
hsn,1502.00.20,"Fats, unrendered (excluding Mutton tallow): Fats of bovine animals, sheep or goats other
than those of heading 1503",1502,15,III,12%
hsn,1502.00.100,"Rendered or solvent extraton fats: Fats of bovine animals, sheep or goats other than
those of heading 1503",1502,15,III,12%
hsn,1502.00.100,"Other: Fats of bovine animals, sheep or goats other than those of heading 1503",1502,15,III,12%
hsn,1503.00.00,"Lard stearin, lard oil, oleo stearin, oleo-oil and
tallow oil, not emulsified or mixed or otherwise prepared.",1503,15,III,12%
hsn,1504.00.00,"Fats & oils and their fractions, of fish or
marine mammals, whether or not refined, but not chemically modified",1504,15,III,12%
hsn,1504.100.00,Fish liver oils and their fractions,1504,15,III,12%
hsn,1504.100.100,Cod liver oil : Fish liver oils and their fractions,1504,15,III,12%
hsn,1504.100.91,Squid liver oil : Fish liver oils and their fractions: Other,1504,15,III,12%
hsn,1504.20.00,"Fats and oils and their fractions of fish , other than liver oils",1504,15,III,12%
hsn,1504.20.100,"Fish body oil: Fats and oils and their fractions of fish , other than liver oils",1504,15,III,12%
hsn,1504.20.20,"Fish lipid oil: Fats and oils and their fractions of fish , other than liver oils",1504,15,III,12%
hsn,1504.20.30,"Sperm oil: Fats and oils and their fractions of fish , other than liver oils",1504,15,III,12%
hsn,1504.20.00,Fats and oils and their fractions of fish (other than liver oils),1504,15,III,12%
hsn,1504.30.00,Fats and oils and their fractions of marine mammals,1504,15,III,12%
hsn,1505.00.00,Wool grease & fatty substances derived therefrom (including lanolin),1505,15,III,12%
hsn,1505.100.00,Wool alcohol (including lanolin alcohol),1505,15,III,12%
hsn,1505.20.00,"Wool grease, crude",1505,15,III,12%
hsn,1505.90.00,"Other, wool grease and fatty substances derived therefrom",1505,15,III,12%
hsn,1506.00.00,"Other animal fats & oil and their fraction whether or not refined, but not chemically
modified.",1506,15,III,12%
hsn,1506.00.100,"Neats Foot oil and fats from bone or waste: Other animal fats & oil and their fraction whether or not refined, but not chemically
modified.",1506,15,III,12%
hsn,1506.00.90,"Other: Other animal fats & oil and their
fraction whether or not refined, but not chemically modified.",1506,15,III,12%
hsn,1507.00.00,"Soya-bean oil and its fraction whether or not refined, but not chemically modified.",1507,15,II,5%
hsn,1507.100.00,Soya bean oil (crude oil),1507,15,II,5%
hsn,1507.90.100,Soya bean oil and its fractions (other than crude):,1507,15,II,5%
hsn,1507.90.100,Soyabean oil (Edible oil),1507,15,II,5%
hsn,1507.90.90,Soyabean oil (Vegetable oil),1507,15,II,5%
hsn,1508.00.00,"Ground-nut oil and its fraction whether or not refined, but not chemically modified.",1508,15,II,5%
hsn,1508.100.00,Ground-nut oil (crude oil),1508,15,II,5%
hsn,1508.90.00,Ground-nut oil and its fractions (other than crude oil),1508,15,II,5%
hsn,1508.90.91,Groundnut oil (Edible oil),1508,15,II,5%
hsn,1508.90.99,Groundnut oil (Vegetable oil),1508,15,II,5%
hsn,1509.00.00,"Olive oil & its fractions, whether or not refined, but not chemically modified",1509,15,II,5%
hsn,1509.100.00,Olive oil (crude oil),1509,15,II,5%
hsn,1509.90.00,Olive oil and its fractions (other than virgin),1509,15,II,5%
hsn,1509.90.100,Olive oil (Edible oil),1509,15,II,5%
hsn,1509.90.90,Olive oil (Vegetable oil),1509,15,II,5%
hsn,15100.00.00,"Other oils and thir fractions obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of
heading 1509",15100,15,II,5%
hsn,1511.00.00,"Palm oil & its fractions, whether or not refined, but not chemically modified",1511,15,II,5%
hsn,1511.100.00,Palm oil (crude oil),1511,15,II,5%
hsn,1511.90.00,Palm oil and its fractions (other than crude oil),1511,15,II,5%
hsn,1511.90.100,Refined bleached deodorised palm oil,1511,15,II,5%
hsn,1511.90.20,Refined bleached deodorised palmolein,1511,15,II,5%
hsn,1511.90.90,Palmoil (Vegetable oil),1511,15,II,5%
hsn,1512.00.00,"Sunflower-seed, safflower or cottonseed oil, and fractions thereof, whether or not refined
but not chemically modified",1512,15,II,5%
hsn,1512.11.00,"Sunflower-seed, safflower oil (crude oil)",1512,15,II,5%
hsn,1512.19.00,"Sunflower seed oil, safflower oil and their fractions (other than crude oil)",1512,15,II,5%
hsn,1512.19.100,Sunflower oil (Edible oil),1512,15,II,5%
hsn,1512.19.20,Sunflower oil (Vegetable oil),1512,15,II,5%
hsn,1512.19.30,Saffola oil (Edible oil),1512,15,II,5%
hsn,1512.19.40,Suffola oil (Vegetable oil),1512,15,II,5%
hsn,1512.21.00,Cotton-seed oil (crude oil),1512,15,II,5%
hsn,1512.29.00,Cotton seed oil (other than crude oil) and its fractions,1512,15,II,5%
hsn,1512.29.100,Cottonseed oil (Edible oil),1512,15,II,5%
hsn,1512.29.90,Cottonseed oil (Vegetable oil),1512,15,II,5%
hsn,1513.00.00,"Coconut (copra) , palm kernel or babassu oil and fractions thereof, whether or not refined,
but not chemically",1513,15,II,5%
hsn,1513.11.00,Coconut (copra) oil (crude oil),1513,15,II,5%
hsn,1513.19.00,Other coconut oil and its fractions,1513,15,II,5%
hsn,1513.21.100,Palm kernel oil (Edible oil),1513,15,II,5%
hsn,1513.21.20,"Palm kernel oil, babassu oil (crude oil)",1513,15,II,5%
hsn,1513.29.20,Babassu oil (Edible),1513,15,II,5%
hsn,1513.29.30,"Palm kernel oil, babassu oil and its fractions (other than crude oil)",1513,15,II,5%
hsn,1514.00.00,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not
chemically modified",1514,15,II,5%
hsn,1514.100.00,"Rape or colza oil, mustard oil (crude oil)",1514,15,II,5%
hsn,1514.19.100,Refined colza oil,1514,15,II,5%
hsn,1514.19.20,Refined rapeseed iuk,1514,15,II,5%
hsn,1514.90.00,"Rape or colza oil, mustard oil and their fractions (not crude oil)",1514,15,II,5%
hsn,1514.99.20,Refined Mustard oil,1514,15,II,5%
hsn,1515.00.00,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified",1515,15,II,5%
hsn,1515.11.00,Linseed oil (crude oil),1515,15,II,5%
hsn,1515.19.00,Linseed oil and its fractions (other than crude oil),1515,15,II,5%
hsn,1515.19.100,Linseed oil (Edible oil),1515,15,II,5%
hsn,1515.19.90,Linseed oil (Vegetable oil),1515,15,II,5%
hsn,1515.21.00,Maize oil (crude oil),1515,15,II,5%
hsn,1515.29.00,Maize oil and its fractions (other than crude oil),1515,15,II,5%
hsn,1515.29.100,Maize (corn) oil (Edible oil),1515,15,II,5%
hsn,1515.29.90,Maize (corn) oil  (Vegetable oil),1515,15,II,5%
hsn,1515.30.00,Castor oil and its fractions,1515,15,II,5%
hsn,1515.30.100,Castor  oil (Edible oil),1515,15,II,5%
hsn,1515.30.90,Castor oil  (Vegetable oil),1515,15,II,5%
hsn,1515.40.00,Tung oil and its fractions,1515,15,II,5%
hsn,1515.50.00,Sesame oil and its fractions,1515,15,II,5%
hsn,1515.50.91,Sesame oil (Edible oil),1515,15,II,5%
hsn,1515.50.99,Sesame oil  (Vegetable oil),1515,15,II,5%
hsn,1515.60.00,Jojoba oil and its fractions,1515,15,II,5%
hsn,1515.90.00,Other fixed vegetable fats and oils and their fractions,1515,15,II,5%
hsn,1515.90.100,"Fixed vegetable oils , namely the following: chlu moongra oil, mawra oil, kokam oil,
tobacco seed oil sal oil",1515,15,II,5%
hsn,1515.90.20,"Fixed vegetable oils , namely the following: Neem seed oil, karanj oil, silk cotton seed oil, khakhon oil, watermelon oil, kusum oil, rubberseed oil, dhup oil, undi oil, maroti oil,
pisa oil, nahar oil",1515,15,II,5%
hsn,1515.90.30,"Fixed vegetable oils , namely the following: Cardomom oil, chillies/capsicum oil, turmeric oil, ajwain seed oil, niger seed oil, garlic oil",1515,15,II,5%
hsn,1515.90.40,"Fixed vegetable oils of ediblegrade namely: Mango kernal oil, kahua oil, rice  bran oil",1515,15,II,5%
hsn,1515.90.91,Other edible oils,1515,15,II,5%
hsn,1515.90.99,Other vegetable oils,1515,15,II,5%
hsn,1516.00.00,"Vegetable fats and oils and their fractions partly or wholly hydrogenated, interesterified or elaidinised, whether or not refined, but not
further prepared.",1516,15,II,5%
hsn,1516.00.00,"Animal fats and oils and their fractions partly or wholly hydrogenated, interesterified or elaidinised, whether or not refined, but not
further prepared.",1516,15,III,12%
hsn,1516.100.00,"Animal fats and oils and their fractions (hydrogenated, interesterified)",1516,15,III,12%
hsn,1516.20.00,Vegetable fats and oils and their fraction,1516,15,II,5%
hsn,1516.20.11,Cottonseed oil (Edible oil),1516,15,II,5%
hsn,1516.20.19,Cottonseed oil (Vegetable oil),1516,15,II,5%
hsn,1516.20.21,Groundnut oil(Edible oil),1516,15,II,5%
hsn,1516.20.29,Groundnut oil (Vegetable oil),1516,15,II,5%
hsn,1516.20.31,Castor oil (Edible oil),1516,15,II,5%
hsn,1516.20.39,Castor oil (Vegetable oil),1516,15,II,5%
hsn,1516.20.91,Other including vanaspati (Edible oil),1516,15,II,5%
hsn,1516.20.99,Other including vanaspati (Vegetable oil),1516,15,II,5%
hsn,1517.00.00,"Margarine, Linoxyn [solidified linseed oil]; edible mixtures or preparations of animal or vegitable fats or oils or of fractions of different fats or oils of the chapter, other than edible fats or oils or their fractions of heading 1516",1517,15,IV,18%
hsn,1517.100.00,Margarine (excluding liquid margarine),1517,15,IV,18%
hsn,1517.100.100,"Margarine (excluding liquid margarine), of animal origin",1517,15,IV,18%
hsn,1517.100.21,"Margarine (excluding liquid margarine), of vegetable origin, edible grade",1517,15,IV,18%
hsn,1517.100.21,"Margarine (excluding liquid margarine), of vegetable origin, Linoxyn",1517,15,IV,18%
hsn,1517.90.100,Sal fat (processed or refined),1517,15,IV,18%
hsn,1517.90.20,Peanut butter,1517,15,IV,18%
hsn,1517.90.30,Imitation lard of animal origin,1517,15,IV,18%
hsn,1517.90.40,Imitation lard of Vegetable origin,1517,15,IV,18%
hsn,1517.90.00,Other edible mixtures or preparations of animal or vegetable fats or oils or of fractions,1517,15,IV,18%
hsn,1518.00.00,"Vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or otherwise chemically modified, excluding those of heading 1516",1518,15,II,5%
hsn,1518.00.00,"Animal fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations fo Animal or vegetable fats or oils or of fractions of different  fats of oils of this chapter, not elsewhere specified of included.",1518,15,III,12%
hsn,1518.00.11,Linseed oil (Edible oil),1518,15,II,5%
hsn,1518.00.19,Linseed oil (Vegetable oil),1518,15,II,5%
hsn,1518.00.21,Castor oil (Edible oil),1518,15,II,5%
hsn,1518.00.29,Castor oil(Vegetable oil),1518,15,II,5%
hsn,1518.00.31,Other vegetable oil edible grade,1518,15,II,5%
hsn,1518.00.39,Other vegetable oil,1518,15,II,5%
hsn,1518.00.40,"Animal or vegetable fats boiled, oxidised, dehydrated etc.",1518,15,III,12%
hsn,1519.00.00,XXXXX,1519,15,--,--
hsn,1520.00.00,"Glycerol, crude; glycerol water and glycerol lyes",1520,15,IV,18%
hsn,1521.00.00,"Vegetable waxes  (other than triglycerides), Beeswax, othe insect waxes and spermaceti, whether or not refined or coloured",1521,15,IV,18%
hsn,1521.100.00,Vegetable waxes,1521,15,IV,18%
hsn,1521.90.00,"Beeswax, other insect waxes, spermaceti",1521,15,IV,18%
hsn,1521.90.100,Bee Wax,1521,15,IV,18%
hsn,1521.90.20,Shellac wax,1521,15,IV,18%
hsn,1522.00.00,"Degras, residues from the treatment of fatty substances or animal or vegetable waxes",1522,15,IV,18%
hsn,1522.00.100,Degras,1522,15,IV,18%
hsn,1522.00.20,Soap stocks,1522,15,IV,18%
hsn,1522.00.90,"Beeswax, other insect waxes, spermaceti: Other",1522,15,IV,18%
hsn,1601.00.00,"Sausages and similar products, of meat, meat offal or blood; food preparations based on
these products.",1601,16,III,12%
hsn,1602.00.00,"Other prepared or preserved meat, meat offal or blood",1602,16,III,12%
hsn,1602.100.00,"Homogenised preparations (of meat, offal meat or blood)",1602,16,III,12%
hsn,1602.20.00,"Homogenised preparations (of meat, offal meat or blood) - of liver of any animal",1602,16,III,12%
hsn,1602.31.00,Homogenised preparations: of polultry of heading 01005: of turkeys,1602,16,III,12%
hsn,1602.32.00,"Homogenised preparations: of polultry of
heading 01005: of fowls of species Gallus domesticus",1602,16,III,12%
hsn,1602.39.00,"Prepared or preserved meat, blood of poultry (excluding turkeys)",1602,16,III,12%
hsn,1602.41.00,Hams and cuts of swine (prepared or preserved),1602,16,III,12%
hsn,1602.42.00,Shoulders and cuts of swine (prepared or preserved),1602,16,III,12%
hsn,1602.49.00,"Prepared or preserved other meat, blood of swine (including mixtures)160250 meat, offal meat, blood of bovine animals (prepared or
preserved)",1602,16,III,12%
hsn,1602.90.00,"Meat, offal, blood of other animals (prepared or preserved)",1602,16,III,12%
hsn,1603.00.00,"Extracts and juices of meat, fish or crustaceans, molluscs  or other aquatic
invertebrates.",1603,16,III,12%
hsn,1604.00.00,Prepared or preserved fish, caviar and caviar substitutes prepared from fish eggs,1604,16,III
hsn,1604.11.00,Salmon (prepared or preserved),1604,16,III,12%
hsn,1604.12.00,Herrings (prepared or preserved),1604,16,III,12%
hsn,1604.13.00,"Sardines, sardinella, brisling, sprats (prepared or preserved)",1604,16,III,12%
hsn,1604.14.00,"Tunas, skipjack and bonito (sarda spp.) (prepared or preserved)",1604,16,III,12%
hsn,1604.15.00,Mackerel (prepared or preserved),1604,16,III,12%
hsn,1604.16.00,Anchovies (prepared or preserved),1604,16,III,12%
hsn,1604.19.00,Prepared or preserved other fish,1604,16,III,12%
hsn,1604.20.00,Other prepared or preserved fish (excluding whole or in pieces),1604,16,III,12%
hsn,1604.30.00,"Caviar, caviar substitutes prepared from fish eggs",1604,16,III,12%
hsn,1605.00.00,"Crustaceans, molluscs and other auatic invertebrates preapred or preserved",1605,16,III,12%
hsn,1605.100.00,Crab (preserved or prepared),1605,16,III,12%
hsn,1605.20.00,Shrimps and prawns (prepared or preserved),1605,16,III,12%
hsn,1605.30.00,Lobster (prepared or preserved,1605,16,III,12%
hsn,1605.40.00,Other crustaceans (prepared or preserved),1605,16,III,12%
hsn,1605.90.00,"Prepared or preserved molluscs, other aquatic invertebrates",1605,16,III,12%
hsn,1701.00.00,Cane jaggery (gur),1701,17,I,NIL
hsn,1701.00.00,"Beet sugar, cane suggar, khandsari sugar",1701,17,II,5%
hsn,1701.00.00,"Refined sugar containing added flavouring or colouring matter, sugar cubes",1701,17,IV,18%
hsn,1701.11.00,Cane sugar (raw sugar not added flavouring or coloring matter),1701,17,II,5%
hsn,1701.11.100,"Gur, jagerry and edible variety of rub gur",1701,17,I,NIL
hsn,1701.11.20,Khandasari Sugar,1701,17,II,5%
hsn,1701.12.00,Beet sugar (raw sugar not added flavouring or coloring matter),1701,17,II,5%
hsn,1701.91.00,"Cane or beet sugar, chemically pure sucrose(added flavouring or coloring matter)",1701,17,IV,18%
hsn,1701.99.00,"Other cane or beet sugar, chemically pure sucrose",1701,17,II,5%
hsn,1701.99.100,Sugar Cubes,1701,17,IV,18%
hsn,1702.00.00,Pallmyra sugar,1702,17,II,5%
hsn,1702.00.00,"All goods falling under 1702 [Lactose, maple syrup, glucose, dextrose, fructose, invert sugar, artificial honey etc.,] other than
palmyra sugar",1702,17,IV,18%
hsn,1702.100.00,"Lactose, lactose syrup",1702,17,IV,18%
hsn,1702.20.00,"Maple sugar, maple syrup",1702,17,IV,18%
hsn,1702.30.00,"Glucose, glucose syrup (fructose content in dry state less than 20%)",1702,17,IV,18%
hsn,1702.30.100,"Glucose, liquid",1702,17,IV,18%
hsn,1702.30.20,"Glucose, solid",1702,17,IV,18%
hsn,1702.30.31,"Dextrose not contining fructose or containing in the dry state atleast  20% but less than 50% by wight of fructose, excluding invert sugar - Dextrose in solid form",1702,17,IV,18%
hsn,1702.30.31,Dextrose not contining fructose or containing in the dry state less than 20% by wight of fructose - Dextrose in solid form,1702,17,IV,18%
hsn,1702.30.39,"Dextrose not contining fructose or containing
in the dry state less than 20% by wight of fructose - other",1702,17,IV,18%
hsn,1702.30.39,"Dextrose not contining fructose or containing
in the dry state less than 20% by wight of fructose - other",1702,17,IV,18%
hsn,1702.40.00,"Glucose, glucose syrup (fructose content in dry state 20-50%)",1702,17,IV,18%
hsn,1702.40.100,"Glucose, liquid",1702,17,IV,18%
hsn,1702.40.20,"Glucose, solid",1702,17,IV,18%
hsn,1702.50.00,Chemically pure fructose,1702,17,IV,18%
hsn,1702.60.00,"Fructose, fructose syrup(fructose content in
dry state more than 50%)170290 other sugars (including invert sugar)",1702,17,IV,18%
hsn,1702.90.100,Palmyra Sugar,1702,17,II,5%
hsn,1703.00.00,Molasses resulting from the extraction or refining of sugar,1703,17,V,28%
hsn,1703.100.00,Cane molasses,1703,17,V,28%
hsn,1703.90.00,Molasses (excluding cane molasses),1703,17,V,28%
hsn,1703.90.100,Molasses (edible),1703,17,V,28%
hsn,1704.00.00,Sugar confection (including white chocolate and bubble/chewing gum).,1704,17,IV,18%
hsn,1704.00.00,Chewing gum/bubble gum and white chocolate not containing cocoa,1704,17,V,28%
hsn,1704.100.00,Chewing gum,1704,17,V,28%
hsn,1704.90.00,"Other sugar confectionery, not containing cocoa: white chocolate",1704,17,V,28%
hsn,1704.90.100,Jelly confectionary,1704,17,IV,18%
hsn,1704.90.20,"Boiled sweets, whether or not filled",1704,17,IV,18%
hsn,1704.90.30,"Toffees, caramels and similar sweets",1704,17,IV,18%
hsn,1801.00.00,"Cocoa beans, whole or broken, raw or roasted",1801,18,II,5%
hsn,1802 .00.00,"Cocoa shells, husks, skins and other cocoa waste",1802,18,II,5%
hsn,1803.00.00,"Cocoa paste, whether or not defatted",1803,18,II,5%
hsn,1803.100.00,Cocoa paste (not defatted),1803,18,II,5%
hsn,1803.20.00,Cocoa paste (wholly or partly defatted),1803,18,II,5%
hsn,1804.00.00,"Cocoa butter,fat and oil",1804,18,V,28%
hsn,1805.00.00,"Cocoa powder, not containing added sugar or other sweetening matter",1805,18,V,28%
hsn,1806.00.00,Chocolate & other food preparations containing cocoa,1806,18,V,28%
hsn,1806.100.00,Cocoa powder (containing added sugar or other sweetening matter),1806,18,V,28%
hsn,1806.20.00,Other preparations,1806,18,V,28%
hsn,1806.31.00,"Food preparations containing cocoa (in block, slab, bar form; filled)",1806,18,V,28%
hsn,1806.32.00,"Food preparations containing cocoa (in block, slab, bar form; not filled)",1806,18,V,28%
hsn,1806.90.00,"Cocoa preparations (in containers, packings, in liquid, powder, granular form)",1806,18,V,28%
hsn,1806.90.100,Chocolate & chocolate products,1806,18,V,28%
hsn,1806.90.20,Sugar confectionery containing cocoa,1806,18,V,28%
hsn,1806.90.30,Spreads containing cocoa,1806,18,V,28%
hsn,1806.90.40,Preparations ontaining cocoa for making beverages,1806,18,V,28%
hsn,1806.90.90,"Cocoa preparations (in containers, packings, in liquid, powder, granular form): Other",1806,18,V,28%
hsn,1900.00.00,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of heading 0401 to 0404, not containing cocoa or containing less than 5% by weight of cocoa calculated on a totally deffatted basis not elsewhere specified or included, other than preparations for infant use put up for retail sale and mixes and doughs for the preparation of baker's wares",1900,19,V,28%
hsn,1901.00.00,"Preparations for infant use, put up for retail sale",1901,19,IV,18%
hsn,1901.00.00,"Mixes and doughs for preparation of bread, pastry and other baker's wares",1901,19,II,5%
hsn,1902.00.00,"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared.",1902,19,IV,18%
hsn,1902.00.00,Seviyan (vermicelli),1902,19,II,5%
hsn,1902.11.00,Pasta (uncooked, containing eggs),1902,19,IV
hsn,1902.19.00,Pasta (uncooked, not containing eggs),1902,19,IV
hsn,1902.20.00,Stuffed pasta,1902,19,IV,18%
hsn,1902.30.00,Other pasta,1902,19,IV,18%
hsn,1902.40.00,Couscous,1902,19,IV,18%
hsn,1903.00.00,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms. (sabudana)",1903,19,II,5%
hsn,1904.00.00,"Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur, commonly known as Murki",1904,19,I,NIL
hsn,1904.100.00,"Corn flakes, bulgar wheat, prepared foods obtained from cerealflakes",1904,19,IV,18%
hsn,1904.100.100,Corn flakes,1745,19,IV,18%
hsn,1904.20.00,Rice other than paddy,1904,19,I,NIL
hsn,1904.90.00,Prepared cereals in grain form (other than corm),1904,19,IV,18%
hsn,1905.00.00,"Pappad, by whatever name it is known except when served for consumption",1905,19,I,NIL
hsn,1905.00.00,"Bread (branded or otherwise), except when served for consumption and pizza bread",1905,19,I,NIL
hsn,1905.100.00,Crisp bread,1905,19,I,NIL
hsn,1905.20.00,"Ginger bread, other similar bakers' wares",1905,19,I,NIL
hsn,1905.32.00,Waffles and wafers other than coated with chocolate or containing chocolate,1905,19,IV,18%
hsn,1905.32.00,Waffles and wafers coated with chocolate,1905,19,V,28%
hsn,1905.40.00,"Rusks, toasted bread, similar toasted products",1905,19,II,5%
hsn,1905.90.100,Pastries and cakes,1905,19,IV,18%
hsn,2001.00.00,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or
acetic acid",2001,20,IV,18%
hsn,2001.100.00,"Cucumbers and gherkins (prepared or preserved by vinegar acetic acid)200120 onions (prepared or preserved by vinegar or
acetic acid)",2001,20,IV,18%
hsn,2001.90.00,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or
acetic acid: Other",2001,20,IV,18%
hsn,2002.00.00,Tomatoes prepared or preserved otherwise than by vinegar or acetic acid,2002,20,IV,18%
hsn,2002.100.00,"Tomatoes, whole or in pieces (prepared or preserved; excluding by vinegar)",2002,20,IV,18%
hsn,2002.90.00,"Other tomatoes, prepared or preserved (other than by vinegar, acetic acid)",2002,20,IV,18%
